title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email,Alabama,AL,,,legal_name,last_name,first_name,tags,flip_background,flop_background
Rep,Stevan,E.,Pearce,,Steve,R,NM,2,1,M,10655,H2NM02126,400313,N00012672,RepStevePearce,http://www.opencongress.org/wiki/Stevan_Pearce,http://youtube.com/NMStevePearce,1.80281E+14,,,8/24/1947,Rep.Pearce@opencongress.org,,,,,Stevan E. Pearce,Pearce,Stevan E.,"Republican Party, New Mexico, US Representative",stevan e._pearce_red.png,stevan e._pearce_blue.png
Rep,Jon,Christopher,Porter,Sr.,,R,NV,3,0,M,2612,H0NV01078,400324,N00012560,,http://www.opencongress.org/wiki/Jon_Porter,,,,,5/16/1955,,,,,,Jon Christopher Porter,Porter,Jon Christopher,"Republican Party, Nevada, US Representative",jon christopher_porter_red.png,jon christopher_porter_blue.png
Sen,Mark,,Pryor,,,D,AR,Senior Seat,0,M,35,S0AR00028,300080,N00013823,SenMarkPryor,http://www.opencongress.org/wiki/Mark_Pryor,http://youtube.com/senatorpryor,9248638978,,II,1/10/1963,,,,,,Mark  Pryor,Pryor,Mark ,"Democratic Party, Arkansas, Senator",mark _pryor_red.png,mark _pryor_blue.png
Rep,Tom,,Price,,,R,GA,6,1,M,11853,H4GA06087,400626,N00026160,RepTomPrice,http://www.opencongress.org/wiki/Thomas_Price,http://youtube.com/RepTomPrice,1.72033E+11,,,10/8/1954,Rep.Tomprice@opencongress.org,,,,,Tom  Price,Price,Tom ,"Republican Party, Georgia, US Representative",tom _price_red.png,tom _price_blue.png
Rep,Ted,,Poe,,,R,TX,2,1,M,49198,H4TX02108,400652,N00026457,JudgeTedPoe,http://www.opencongress.org/wiki/Ted_Poe,http://youtube.com/CongressmanTedPoe,1.06632E+14,,,9/10/1948,Rep.Poe@opencongress.org,,,,,Ted  Poe,Poe,Ted ,"Republican Party, Texas, US Representative",ted _poe_red.png,ted _poe_blue.png
Rep,Ed,,Perlmutter,,,D,CO,7,1,M,2653,H6CO07023,412192,N00027510,RepPerlmutter,http://www.opencongress.org/wiki/Ed_Perlmutter,http://youtube.com/RepPerlmutter,86174496459,,,5/1/1953,Rep.Perlmutter@opencongress.org,,,,,Ed  Perlmutter,Perlmutter,Ed ,"Democratic Party, Colorado, US Representative",ed _perlmutter_red.png,ed _perlmutter_blue.png
Rep,Erik,,Paulsen,,,R,MN,3,1,M,3833,H8MN03077,412303,N00029391,RepErikPaulsen,http://www.opencongress.org/wiki/Erik_Paulsen,http://youtube.com/reperikpaulsen,1.28558E+14,,,5/14/1965,Rep.Paulsen@opencongress.org,,,,,Erik  Paulsen,Paulsen,Erik ,"Republican Party, Minnesota, US Representative",erik _paulsen_red.png,erik _paulsen_blue.png
Sen,Gary,C.,Peters,,,D,MI,Junior Seat,1,M,8749,H8MI09068,412305,N00029277,SenGaryPeters,http://www.opencongress.org/wiki/Gary_Peters,http://youtube.com/RepGaryPeters,88851604323,,II,12/1/1958,Sen.Peters@opencongress.org,,,,,Gary C. Peters,Peters,Gary C.,"Democratic Party, Michigan, Senator",gary c._peters_red.png,gary c._peters_blue.png
Com,Pedro,R.,Pierluisi,,,D,PR,0,0,M,110894,H8PR00062,412306,N00029168,PedroPierluisi,http://www.opencongress.org/wiki/Pedro_Pierluisi,http://youtube.com/PierluisiCongress,55139978107,,,4/26/1959,,,,,,Pedro R. Pierluisi,Pierluisi,Pedro R.,#N/A,pedro r._pierluisi_red.png,pedro r._pierluisi_blue.png
Rep,Chellie,,Pingree,,,D,ME,1,1,F,6586,H8ME01120,412307,N00013817,ChelliePingree,http://www.opencongress.org/wiki/Chellie_Pingree,http://youtube.com/congresswomanpingree,91529332807,,,4/2/1955,Rep.Pingree@opencongress.org,,,,,Chellie  Pingree,Pingree,Chellie ,"Democratic Party, Maine, US Representative",chellie _pingree_red.png,chellie _pingree_blue.png
Rep,Jared,,Polis,,,D,CO,2,1,M,106220,H8CO02137,412308,N00029127,JaredPolis,http://www.opencongress.org/wiki/Jared_Polis,http://youtube.com/JaredPolis31275,53481427529,,,5/12/1975,Rep.Polis@opencongress.org,,,,,Jared  Polis,Polis,Jared ,"Democratic Party, Colorado, US Representative",jared _polis_red.png,jared _polis_blue.png
Rep,Bill,,Posey,,,R,FL,8,1,M,24280,H8FL15107,412309,N00029662,CongBillPosey,http://www.opencongress.org/wiki/Bill_Posey,http://youtube.com/CongressmanPosey,1E+14,,,12/18/1947,Rep.Posey@opencongress.org,,,,,Bill  Posey,Posey,Bill ,"Republican Party, Florida, US Representative",bill _posey_red.png,bill _posey_blue.png
Rep,Thomas,S. P.,Perriello,,,D,VA,5,0,M,109344,H8VA05106,412304,N00029339,tomperriello,http://www.opencongress.org/wiki/Tom_Perriello,http://youtube.com/TomPerriello,,,,10/9/1974,,,,,,Thomas S. P. Perriello,Perriello,Thomas S. P.,"Democratic Party, Virginia, US Representative",thomas s. p._perriello_red.png,thomas s. p._perriello_blue.png
Rep,Steven,M.,Palazzo,,,R,MS,4,1,M,69521,H0MS04120,412443,N00031958,CongPalazzo,http://www.opencongress.org/wiki/Steven_Palazzo,http://youtube.com/CongressmanPalazzo,1.86909E+14,,,2/21/1970,Rep.Palazzo@opencongress.org,,,,,Steven M. Palazzo,Palazzo,Steven M.,"Republican Party, Mississippi, US Representative",steven m._palazzo_red.png,steven m._palazzo_blue.png
Rep,Mike,,Pompeo,,,R,KS,4,1,M,125023,H0KS04051,412431,N00030744,RepMikePompeo,http://www.opencongress.org/wiki/Mike_Pompeo,http://youtube.com/congressmanpompeo,1.01965E+14,,,12/30/1963,Rep.Pompeo@opencongress.org,,,,,Mike  Pompeo,Pompeo,Mike ,"Republican Party, Kansas, US Representative",mike _pompeo_red.png,mike _pompeo_blue.png
Sen,Rand,,Paul,,,R,KY,Junior Seat,1,M,117285,S0KY00156,412492,N00030836,,http://www.opencongress.org/wiki/Rob_Portman,http://youtube.com/SenatorRandPaul,1.61355E+14,,III,1/7/1963,Sen.Paul@opencongress.org,,,,,Rand  Paul,Paul,Rand ,"Republican Party, Kentucky, Senator",rand _paul_red.png,rand _paul_blue.png
Rep,Donald,M.,Payne,Jr.,,D,NJ,10,1,M,90668,H2NJ10154,412506,N00034639,RepDonaldPayne,,,3.60977E+14,,,12/17/1958,Rep.Payne@opencongress.org,,,,,Donald M. Payne,Payne,Donald M.,"Democratic Party, New Jersey, US Representative",donald m._payne_red.png,donald m._payne_blue.png
Rep,Scott,,Perry,,,R,PA,4,1,M,59980,H2PA04135,412569,N00034120,RepScottPerry,,http://youtube.com/RepScottPerry,3.76801E+14,,,5/27/1962,Rep.Perry@opencongress.org,,,,,Scott  Perry,Perry,Scott ,"Republican Party, Pennsylvania, US Representative",scott _perry_red.png,scott _perry_blue.png
Rep,Robert,,Pittenger,,,R,NC,9,1,M,41272,H2NC09134,412551,N00034416,RepPittenger,,http://youtube.com/CongressmanPittenger,3.76143E+14,,,8/15/1948,Rep.Pittenger@opencongress.org,,,,,Robert  Pittenger,Pittenger,Robert ,"Republican Party, North Carolina, US Representative",robert _pittenger_red.png,robert _pittenger_blue.png
Rep,Mark,,Pocan,,,D,WI,2,1,M,26238,H2WI02124,412585,N00033549,RepMarkPocan,,http://youtube.com/repmarkpocan,4.36881E+14,,,8/14/1964,Rep.Pocan@opencongress.org,,,,,Mark  Pocan,Pocan,Mark ,"Democratic Party, Wisconsin, US Representative",mark _pocan_red.png,mark _pocan_blue.png
Rep,Scott,H.,Peters,,,D,CA,52,1,M,70351,H2CA52089,412523,N00033591,RepScottPeters,,,4.49337E+14,,,6/17/1958,Rep.Scottpeters@opencongress.org,,,,,Scott H. Peters,Peters,Scott H.,"Democratic Party, California, US Representative",scott h._peters_red.png,scott h._peters_blue.png
Rep,Gary,,Palmer,,,R,AL,6,1,M,,H4AL06098,412608,N00035691,USRepGaryPalmer,,,USRepresentativeGaryPalmer,,,5/14/1954,Rep.Palmer@opencongress.org,,,,,Gary  Palmer,Palmer,Gary ,"Republican Party, Alabama, US Representative",gary _palmer_red.png,gary _palmer_blue.png
Del,Stacey,,Plaskett,,,D,VI,0,1,F,,H2VI00082,412659,N00035000,staceyplaskett,,,6.65952E+14,,,5/13/1964,Rep.Plaskett@opencongress.org,,,,,Stacey  Plaskett,Plaskett,Stacey ,#N/A,stacey _plaskett_red.png,stacey _plaskett_blue.png
Rep,Bruce,,Poliquin,,,R,ME,2,1,M,,S2ME00158,412633,N00034584,RepPoliquin,,,RepPoliquin,,,11/1/1953,Rep.Poliquin@opencongress.org,,,,,Bruce  Poliquin,Poliquin,Bruce ,"Republican Party, Maine, US Representative",bruce _poliquin_red.png,bruce _poliquin_blue.png
Sen,David,,Perdue,,,R,GA,Junior Seat,1,M,,S4GA11285,412666,N00035516,sendavidperdue,,,3.11483E+14,,II,12/10/1949,Sen.Perdue@opencongress.org,,,,,David  Perdue,Perdue,David ,"Republican Party, Georgia, Senator",david _perdue_red.png,david _perdue_blue.png
Rep,Jimmy,,Panetta,,,D,CA,20,1,M,,,412685,,,,,,,,,,,,,,Jimmy  Panetta,Panetta,Jimmy ,"Democratic Party, California, US Representative",jimmy _panetta_red.png,jimmy _panetta_blue.png
Rep,Mike,,Quigley,,,D,IL,5,1,M,83310,H0IL05096,412331,N00030581,RepMikeQuigley,http://www.opencongress.org/wiki/Michael_Quigley,http://youtube.com/RepMikeQuigley,1.58964E+11,,,10/17/1958,Rep.Quigley@opencongress.org,,,,,Mike  Quigley,Quigley,Mike ,"Democratic Party, Illinois, US Representative",mike _quigley_red.png,mike _quigley_blue.png
Rep,Ben,,Quayle,,,R,AZ,3,0,M,123506,H0AZ03362,412398,N00031723,benquayle,http://www.opencongress.org/wiki/Ben_Quayle,http://youtube.com/repbenquayle,1.1994E+14,,,11/3/1976,,,,,,Ben  Quayle,Quayle,Ben ,"Republican Party, Arizona, US Representative",ben _quayle_red.png,ben _quayle_blue.png
Rep,George,P.,Radanovich,,,R,CA,19,0,M,21911,H2CA19054,400330,N00007507,RepRadanovich,http://www.opencongress.org/wiki/George_Radanovich,http://youtube.com/RadanovichCA19,,,,6/20/1955,,,,,,George P. Radanovich,Radanovich,George P.,"Republican Party, California, US Representative",george p._radanovich_red.png,george p._radanovich_blue.png
Rep,Nick,J.,Rahall,II,,D,WV,3,0,M,27133,H6WV04057,400331,N00002198,,http://www.opencongress.org/wiki/Nick_Joe_Rahall,http://youtube.com/NRAHALLWV03,3.57958E+11,,,5/20/1949,,,,,,Nick J. Rahall,Rahall,Nick J.,"Democratic Party, West Virginia, US Representative",nick j._rahall_red.png,nick j._rahall_blue.png
Rep,James,M.,Ramstad,,Jim,R,MN,3,0,M,26921,H0MN00013,400332,N00004484,,http://www.opencongress.org/wiki/James_Ramstad,,,,,5/6/1946,,,,,,James M. Ramstad,Ramstad,James M.,"Republican Party, Minnesota, US Representative",james m._ramstad_red.png,james m._ramstad_blue.png
Rep,Charles,B.,Rangel,,Charlie,D,NY,13,0,M,26979,H6NY19029,400333,N00000964,CBRangel,http://www.opencongress.org/wiki/Charles_Rangel,http://youtube.com/RepRangel,7390589055,,,6/11/1930,,,,,,Charles B. Rangel,Rangel,Charles B.,"Democratic Party, New York, US Representative",charles b._rangel_red.png,charles b._rangel_blue.png
Sen,John,F.,Reed,,Jack,D,RI,Senior Seat,1,M,27060,S6RI00163,300081,N00000362,SenJackReed,http://www.opencongress.org/wiki/John_Reed,http://youtube.com/SenatorReed,2.13866E+14,,II,11/12/1949,Sen.Reed@opencongress.org,,,,,John F. Reed,Reed,John F.,"Democratic Party, Rhode Island, Senator",john f._reed_red.png,john f._reed_blue.png
Rep,Ralph,,Regula,,,R,OH,16,0,M,27021,H6OH16029,400334,N00003651,,http://www.opencongress.org/wiki/Ralph_Regula,,,,,12/3/1924,,,,,,Ralph  Regula,Regula,Ralph ,"Republican Party, Ohio, US Representative",ralph _regula_red.png,ralph _regula_blue.png
Sen,Harry,M.,Reid,,,D,NV,Senior Seat,0,M,53320,S6NV00028,300082,N00009922,SenatorReid,http://www.opencongress.org/wiki/Harry_Reid,http://youtube.com/SenatorReid,3.60249E+14,,III,12/2/1939,,,,,,Harry M. Reid,Reid,Harry M.,"Democratic Party, Nevada, Senator",harry m._reid_red.png,harry m._reid_blue.png
Rep,Silvestre,,Reyes,,,D,TX,16,0,M,292,H6TX00115,400337,N00006067,silvestrereyes,http://www.opencongress.org/wiki/Silvestre_Reyes,http://youtube.com/RepReyes,1.05434E+11,,,11/10/1944,,,,,,Silvestre  Reyes,Reyes,Silvestre ,"Democratic Party, Texas, US Representative",silvestre _reyes_red.png,silvestre _reyes_blue.png
Sen,Pat,,Roberts,,,R,KS,Senior Seat,1,M,26866,S6KS00080,300083,N00005285,SenPatRoberts,http://www.opencongress.org/wiki/Pat_Roberts,http://youtube.com/SenPatRoberts,2.05695E+14,,II,4/20/1936,Sen.Roberts@opencongress.org,,,,,Pat  Roberts,Roberts,Pat ,"Republican Party, Kansas, Senator",pat _roberts_red.png,pat _roberts_blue.png
Sen,John,D.,Rockefeller,IV,Jay,D,WV,Senior Seat,0,M,53360,S4WV00027,300084,N00001685,SenRockefeller,http://www.opencongress.org/wiki/John_Rockefeller,http://youtube.com/SenatorRockefeller,1.34189E+14,,II,6/18/1937,,,,,,John D. Rockefeller,Rockefeller,John D.,"Democratic Party, West Virginia, Senator",john d._rockefeller_red.png,john d._rockefeller_blue.png
Rep,Harold,,Rogers,,Hal,R,KY,5,1,M,26875,H0KY05015,400340,N00003473,RepHalRogers,http://www.opencongress.org/wiki/Harold_Rogers,http://youtube.com/RepHalRogers,6722039085,,,12/31/1937,Rep.Halrogers@opencongress.org,,,,,Harold  Rogers,Rogers,Harold ,"Republican Party, Kentucky, US Representative",harold _rogers_red.png,harold _rogers_blue.png
Rep,Dana,T.,Rohrabacher,,,R,CA,48,1,M,26763,H8CA42061,400343,N00007151,,http://www.opencongress.org/wiki/Dana_Rohrabacher,http://youtube.com/RepDanaRohrabacher,3.2103E+14,,,6/21/1947,Rep.Rohrabacher@opencongress.org,,,,,Dana T. Rohrabacher,Rohrabacher,Dana T.,"Republican Party, California, US Representative",dana t._rohrabacher_red.png,dana t._rohrabacher_blue.png
Rep,Ileana,,Ros-Lehtinen,,,R,FL,27,1,F,26815,H0FL18025,400344,N00002858,RosLehtinen,http://www.opencongress.org/wiki/Ileana_Ros-Lehtinen,http://youtube.com/IleanaRosLehtinen,2.86547E+14,,,7/15/1952,Rep.Ros-lehtinen@opencongress.org,,,,,Ileana  Ros-Lehtinen,Ros-Lehtinen,Ileana ,"Republican Party, Florida, US Representative",ileana _ros-lehtinen_red.png,ileana _ros-lehtinen_blue.png
Rep,Steven,R.,Rothman,,,D,NJ,9,0,M,481,H6NJ09165,400346,N00008619,,http://www.opencongress.org/wiki/Steven_Rothman,,,,,10/14/1952,,,,,,Steven R. Rothman,Rothman,Steven R.,"Democratic Party, New Jersey, US Representative",steven r._rothman_red.png,steven r._rothman_blue.png
Rep,Lucille,,Roybal-Allard,,,D,CA,40,1,F,26766,H2CA33048,400347,N00006671,RepRoybalAllard,http://www.opencongress.org/wiki/Lucille_Roybal-Allard,http://youtube.com/RepRoybalAllard,1.39773E+14,,,6/12/1941,Rep.Roybal-allard@opencongress.org,,,,,Lucille  Roybal-Allard,Roybal-Allard,Lucille ,"Democratic Party, California, US Representative",lucille _roybal-allard_red.png,lucille _roybal-allard_blue.png
Rep,Edward,R.,Royce,,Ed,R,CA,39,1,M,26772,H6CA39020,400348,N00008264,RepEdRoyce,http://www.opencongress.org/wiki/Edward_Royce,http://youtube.com/RepEdRoyce,6460640558,,,10/12/1951,Rep.Royce@opencongress.org,,,,,Edward R. Royce,Royce,Edward R.,"Republican Party, California, US Representative",edward r._royce_red.png,edward r._royce_blue.png
Rep,Bobby,L.,Rush,,,D,IL,1,1,M,26831,H2IL01042,400350,N00004887,RepBobbyRush,http://www.opencongress.org/wiki/Bobby_Rush,http://youtube.com/CongressmanRush,2.30754E+14,,,11/23/1946,Rep.Rush@opencongress.org,,,,,Bobby L. Rush,Rush,Bobby L.,"Democratic Party, Illinois, US Representative",bobby l._rush_red.png,bobby l._rush_blue.png
Rep,Ciro,D.,Rodriguez,,,D,TX,23,0,M,16389,H8TX28013,400339,N00009828,,http://www.opencongress.org/wiki/Ciro_Rodriguez,,,,,12/9/1946,,,,,,Ciro D. Rodriguez,Rodriguez,Ciro D.,"Democratic Party, Texas, US Representative",ciro d._rodriguez_red.png,ciro d._rodriguez_blue.png
Rep,Thomas,M.,Reynolds,,,R,NY,26,0,M,4384,H8NY27077,400338,N00001295,,http://www.opencongress.org/wiki/Thomas_Reynolds,,,,,9/3/1950,,,,,,Thomas M. Reynolds,Reynolds,Thomas M.,"Republican Party, New York, US Representative",thomas m._reynolds_red.png,thomas m._reynolds_blue.png
Rep,Paul,D.,Ryan,,,R,WI,1,1,M,26344,H8WI01024,400351,N00004357,SpeakerRyan,http://www.opencongress.org/wiki/Paul_Ryan,http://youtube.com/reppaulryan,9.24245E+14,,,1/29/1970,Rep.Paulryan@opencongress.org,,,,,Paul D. Ryan,Ryan,Paul D.,"Republican Party, Wisconsin, US Representative",paul d._ryan_red.png,paul d._ryan_blue.png
Rep,Dennis,,Rehberg,,Denny,R,MT,0,0,M,404,H0MT00033,400335,N00004645,DennyRehberg,http://www.opencongress.org/wiki/Dennis_Rehberg,http://youtube.com/DennyRehberg,denny.rehberg.mt,,,10/5/1955,,,,,,Dennis  Rehberg,Rehberg,Dennis ,"Republican Party, Montana, US Representative",dennis _rehberg_red.png,dennis _rehberg_blue.png
Rep,Mike,,Rogers,,,R,MI,8,0,M,8751,H0MI08042,400342,N00009668,RepMikeRogers,http://www.opencongress.org/wiki/Mike_Rogers,http://youtube.com/RepMikeRogers,1.6821E+14,,,6/2/1963,,,,,,Mike  Rogers,Rogers,Mike ,"Republican Party, Michigan, US Representative",mike _rogers_red.png,mike _rogers_blue.png
Rep,Mike,,Ross,,,D,AR,4,0,M,24571,H0AR04038,400345,N00009571,RepMikeRoss,http://www.opencongress.org/wiki/Mike_Ross,http://youtube.com/MikeRossArkansas04,RepMikeRoss,,,8/2/1961,,,,,,Mike  Ross,Ross,Mike ,"Democratic Party, Arkansas, US Representative",mike _ross_red.png,mike _ross_blue.png
Rep,Rick,,Renzi,,,R,AZ,1,0,M,28172,H2AZ01172,400336,N00024931,,http://www.opencongress.org/wiki/Richard_Renzi,,,,,6/11/1958,,,,,,Rick  Renzi,Renzi,Rick ,"Republican Party, Arizona, US Representative",rick _renzi_red.png,rick _renzi_blue.png
Rep,Mike,,Rogers,,,R,AL,3,1,M,5705,H2AL03032,400341,N00024759,RepMikeRogersAL,http://www.opencongress.org/wiki/Michael_Rogers,http://youtube.com/MikeRogersAL03,1.7177E+14,,,7/16/1958,Rep.Mikerogers@opencongress.org,,,,,Mike  Rogers,Rogers,Mike ,"Republican Party, Alabama, US Representative",mike _rogers_red.png,mike _rogers_blue.png
Rep,C.,A. Dutch,Ruppersberger,,,D,MD,2,1,M,36130,H2MD02160,400349,N00025482,Call_Me_Dutch,http://www.opencongress.org/wiki/C.A._Dutch_Ruppersberger,http://youtube.com/ruppersberger,1.84757E+14,,,1/31/1946,Rep.Ruppersberger@opencongress.org,,,,,C. A. Dutch Ruppersberger,Ruppersberger,C. A. Dutch,"Democratic Party, Maryland, US Representative",c. a. dutch_ruppersberger_red.png,c. a. dutch_ruppersberger_blue.png
Rep,Tim,J.,Ryan,,,D,OH,13,1,M,45638,H2OH17109,400352,N00025280,RepTimRyan,http://www.opencongress.org/wiki/Timothy_Ryan,http://youtube.com/timryanvision,1.2156E+11,,,7/16/1973,Rep.Timryan@opencongress.org,,,,,Tim J. Ryan,Ryan,Tim J.,"Democratic Party, Ohio, US Representative",tim j._ryan_red.png,tim j._ryan_blue.png
Rep,David,G.,Reichert,,,R,WA,8,1,M,51346,H4WA08071,400660,N00026885,DaveReichert,http://www.opencongress.org/wiki/David_George_Reichert,http://youtube.com/repdavereichert,91504302598,,,8/29/1950,Rep.Reichert@opencongress.org,,,,,David G. Reichert,Reichert,David G.,"Republican Party, Washington, US Representative",david g._reichert_red.png,david g._reichert_blue.png
Rep,Peter,J.,Roskam,,,R,IL,6,1,M,6382,H6IL06117,412202,N00004719,PeterRoskam,http://www.opencongress.org/wiki/Peter_Roskam,http://youtube.com/RoskamIL06,1.18778E+14,,,9/13/1961,Rep.Roskam@opencongress.org,,,,,Peter J. Roskam,Roskam,Peter J.,"Republican Party, Illinois, US Representative",peter j._roskam_red.png,peter j._roskam_blue.png
Rep,Laura,,Richardson,,,D,CA,37,0,F,69508,H8CA37137,412253,N00029112,replrichardson,http://www.opencongress.org/wiki/Laura_Richardson,http://youtube.com/RepLRichardson,RepresentativeLauraRichardson,,,4/14/1962,,,,,,Laura  Richardson,Richardson,Laura ,"Democratic Party, California, US Representative",laura _richardson_red.png,laura _richardson_blue.png
Rep,David,P.,Roe,,Phil,R,TN,1,1,M,65306,H6TN01388,412310,N00028463,DrPhilRoe,http://www.opencongress.org/wiki/David_Roe,http://youtube.com/drphilroe,1.30725E+14,,,7/21/1945,Rep.Roe@opencongress.org,,,,,David P. Roe,Roe,David P.,"Republican Party, Tennessee, US Representative",david p._roe_red.png,david p._roe_blue.png
Rep,Thomas,J.,Rooney,,,R,FL,17,1,M,107800,H8FL16022,412311,N00029018,TomRooney,http://www.opencongress.org/wiki/Tom_Rooney,http://youtube.com/CongressmanRooney,1.17698E+11,,,11/21/1970,Rep.Rooney@opencongress.org,,,,,Thomas J. Rooney,Rooney,Thomas J.,"Republican Party, Florida, US Representative",thomas j._rooney_red.png,thomas j._rooney_blue.png
Sen,James,,Risch,,,R,ID,Junior Seat,1,M,2919,S8ID00092,412322,N00029441,SenatorRisch,http://www.opencongress.org/wiki/James_Risch,http://youtube.com/SenatorJamesRisch,,,II,5/3/1943,Sen.Risch@opencongress.org,,,,,James  Risch,Risch,James ,"Republican Party, Idaho, Senator",james _risch_red.png,james _risch_blue.png
Rep,Tom,W.,Reed,II,,R,NY,23,1,M,127046,H0NY29054,412393,N00030949,RepTomReed,http://www.opencongress.org/wiki/Tom_Reed,http://youtube.com/CongressmanTomReed,1.02449E+14,,,11/18/1971,Rep.Reed@opencongress.org,,,,,Tom W. Reed,Reed,Tom W.,"Republican Party, New York, US Representative",tom w._reed_red.png,tom w._reed_blue.png
Rep,James,B.,Renacci,,,R,OH,16,1,M,120678,H0OH16097,412462,N00031127,RepJimRenacci,http://www.opencongress.org/wiki/Jim_Renacci,http://youtube.com/repjimrenacci,1.8764E+14,,,12/3/1958,Rep.Renacci@opencongress.org,,,,,James B. Renacci,Renacci,James B.,"Republican Party, Ohio, US Representative",james b._renacci_red.png,james b._renacci_blue.png
Rep,Reid,J.,Ribble,,,R,WI,8,0,M,126240,H0WI08075,412489,N00030968,RepRibble,http://www.opencongress.org/wiki/Reid_Ribble,http://youtube.com/RepRibble,1.5717E+14,,,4/5/1956,,,,,,Reid J. Ribble,Ribble,Reid J.,"Republican Party, Wisconsin, US Representative",reid j._ribble_red.png,reid j._ribble_blue.png
Rep,Cedric,L.,Richmond,,,D,LA,2,1,M,35384,H8LA02054,412432,N00030184,RepRichmond,http://www.opencongress.org/wiki/Cedric_Richmond,,1.97737E+14,,,9/13/1973,Rep.Richmond@opencongress.org,,,,,Cedric L. Richmond,Richmond,Cedric L.,"Democratic Party, Louisiana, US Representative",cedric l._richmond_red.png,cedric l._richmond_blue.png
Rep,Edward,Scott,Rigell,,Scott,R,VA,2,0,M,121807,H0VA02084,412483,N00030962,RepScottRigell,http://www.opencongress.org/wiki/Scott_Rigell,http://youtube.com/RepScottRigell,1.67851E+14,,,5/28/1960,,,,,,Edward Scott Rigell,Rigell,Edward Scott,"Republican Party, Virginia, US Representative",edward scott_rigell_red.png,edward scott_rigell_blue.png
Rep,David,,Rivera,,,R,FL,25,0,M,31234,H0FL25038,412415,N00031887,RepRivera,http://www.opencongress.org/wiki/David_Rivera,http://youtube.com/RepRivera,1.74136E+14,,,9/16/1965,,,,,,David  Rivera,Rivera,David ,"Republican Party, Florida, US Representative",david _rivera_red.png,david _rivera_blue.png
Rep,Martha,,Roby,,,R,AL,2,1,F,71604,H0AL02087,412394,N00030768,RepMarthaRoby,http://www.opencongress.org/wiki/Martha_Roby,http://youtube.com/reproby,1.7452E+14,,,7/27/1976,Rep.Roby@opencongress.org,,,,,Martha  Roby,Roby,Martha ,"Republican Party, Alabama, US Representative",martha _roby_red.png,martha _roby_blue.png
Rep,Todd,,Rokita,,,R,IN,4,1,M,34167,H0IN04170,412426,N00031741,ToddRokita,http://www.opencongress.org/wiki/Todd_Rokita,http://youtube.com/reptoddrokita,1.8318E+14,,,2/9/1970,Rep.Rokita@opencongress.org,,,,,Todd  Rokita,Rokita,Todd ,"Republican Party, Indiana, US Representative",todd _rokita_red.png,todd _rokita_blue.png
Rep,Dennis,A.,Ross,,,R,FL,15,1,M,12813,H0FL12101,412411,N00030645,RepDennisRoss,http://www.opencongress.org/wiki/Dennis_Ross,http://youtube.com/RepDennisRoss,4.69478E+14,,,10/18/1959,Rep.Dennisross@opencongress.org,,,,,Dennis A. Ross,Ross,Dennis A.,"Republican Party, Florida, US Representative",dennis a._ross_red.png,dennis a._ross_blue.png
Rep,Jon,,Runyan,,,R,NJ,3,0,M,121117,H0NJ03153,412449,N00031988,RepJonRunyan,http://www.opencongress.org/wiki/Jon_Runyan,http://youtube.com/RepRunyan,1.77208E+14,,,11/27/1973,,,,,,Jon  Runyan,Runyan,Jon ,"Republican Party, New Jersey, US Representative",jon _runyan_red.png,jon _runyan_blue.png
Sen,Marco,,Rubio,,,R,FL,Junior Seat,1,M,1601,S0FL00338,412491,N00030612,SenRubioPress,http://www.opencongress.org/wiki/Marco_Rubio,http://youtube.com/SenatorMarcoRubio,1.78911E+14,,III,5/28/1971,Sen.Rubio@opencongress.org,,,,,Marco  Rubio,Rubio,Marco ,"Republican Party, Florida, Senator",marco _rubio_red.png,marco _rubio_blue.png
Rep,Tom,,Rice,,,R,SC,7,1,M,132382,H2SC07066,412572,N00033832,RepTomRice,,http://youtube.com/RepTomRice,4.03403E+14,,,8/4/1957,Rep.Rice@opencongress.org,,,,,Tom  Rice,Rice,Tom ,"Republican Party, South Carolina, US Representative",tom _rice_red.png,tom _rice_blue.png
Rep,Keith,J.,Rothfus,,,R,PA,12,1,M,119466,H0PA04220,412570,N00031253,KeithRothfus,,http://youtube.com/reprothfus,1.33803E+14,,,4/25/1962,Rep.Rothfus@opencongress.org,,,,,Keith J. Rothfus,Rothfus,Keith J.,"Republican Party, Pennsylvania, US Representative",keith j._rothfus_red.png,keith j._rothfus_blue.png
Rep,Raul,,Ruiz,,,D,CA,36,1,M,136407,H2CA36439,412519,N00033510,CongressmanRuiz,,http://youtube.com/repraulruiz,2.45244E+14,,,8/25/1972,Rep.Ruiz@opencongress.org,,,,,Raul  Ruiz,Ruiz,Raul ,"Democratic Party, California, US Representative",raul _ruiz_red.png,raul _ruiz_blue.png
Del,Aumua,,Amata,,,R,AS,0,1,F,,H4AS00036,412664,N00007635,RepAmata,,,1.53716E+15,,,12/29/1947,Rep.Radewagen@opencongress.org,,,,,Aumua  Amata,Amata,Aumua ,#N/A,aumua _amata_red.png,aumua _amata_blue.png
